Segment,State,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit, Profit % ,Cost
Corporate,Tennessee,South,Office Supplies,Binders,2.469,1,0.7,-1.8106, (0.73), 4.28 
Corporate,Tennessee,South,Office Supplies,Binders,3.264,2,0.7,-2.2848, (0.70), 5.55 
Consumer,Texas,Central,Office Supplies,Fasteners,4.344,3,0.2,0.8688, 0.20 , 3.48 
Consumer,Texas,Central,Furniture,Furnishings,31.776,3,0.6,-19.0656, (0.60), 50.84 
Consumer,Texas,Central,Office Supplies,Labels,4.928,2,0.2,1.7248, 0.35 , 3.20 
Consumer,Texas,Central,Office Supplies,Binders,1.788,3,0.8,-3.0396, (1.70), 4.83 
Consumer,Texas,Central,Office Supplies,Fasteners,15.072,4,0.2,-3.768, (0.25), 18.84 
Consumer,Texas,Central,Office Supplies,Storage,12.624,2,0.2,-2.5248, (0.20), 15.15 
Corporate,California,West,Office Supplies,Paper,185.88,6,0,83.646, 0.45 , 102.23 
Corporate,California,West,Office Supplies,Paper,12.96,2,0,6.2208, 0.48 , 6.74 
Consumer,Massachusetts,East,Office Supplies,Paper,189.7,10,0,91.056, 0.48 , 98.64 
Consumer,Massachusetts,East,Office Supplies,Paper,40.99,1,0,20.0851, 0.49 , 20.90 
Home Office,New York,East,Furniture,Furnishings,82.64,2,0,7.4376, 0.09 , 75.20 
Home Office,New York,East,Office Supplies,Storage,31.02,2,0,8.0652, 0.26 , 22.95 
Home Office,New York,East,Technology,Accessories,89.97,3,0,37.7874, 0.42 , 52.18 
Consumer,Georgia,South,Office Supplies,Art,35.97,3,0,9.7119, 0.27 , 26.26 
Consumer,Georgia,South,Furniture,Bookcases,1266.86,7,0,291.3778, 0.23 , 975.48 
Consumer,California,West,Office Supplies,Storage,169.45,5,0,42.3625, 0.25 , 127.09 
Consumer,California,West,Office Supplies,Storage,40.68,2,0,0.4068, 0.01 , 40.27 
Consumer,Florida,South,Office Supplies,Supplies,3.328,2,0.2,0.416, 0.13 , 2.91 
Consumer,Florida,South,Furniture,Tables,933.262,4,0.45,-458.1468, (0.49)," 1,391.41 "
Consumer,Florida,South,Furniture,Chairs,2803.92,5,0.2,0, -   ," 2,803.92 "
Consumer,Florida,South,Office Supplies,Storage,4.768,2,0.2,-0.7748, (0.16), 5.54 
Consumer,Florida,South,Office Supplies,Paper,6.672,1,0.2,2.502, 0.38 , 4.17 
Consumer,Florida,South,Office Supplies,Art,4.448,2,0.2,1.112, 0.25 , 3.34 
Consumer,Florida,South,Furniture,Furnishings,43.936,4,0.2,6.0412, 0.14 , 37.89 
Consumer,New York,East,Office Supplies,Binders,23.744,2,0.2,8.3104, 0.35 , 15.43 
Consumer,New York,East,Technology,Accessories,357,3,0,57.12, 0.16 , 299.88 
Consumer,California,West,Technology,Phones,806.336,8,0.2,50.396, 0.06 , 755.94 
Consumer,California,West,Furniture,Furnishings,85.44,3,0,31.6128, 0.37 , 53.83 
Corporate,Georgia,South,Office Supplies,Storage,344.91,3,0,10.3473, 0.03 , 334.56 
Home Office,Illinois,Central,Office Supplies,Appliances,70.97,5,0.8,-191.619, (2.70), 262.59 
Home Office,Illinois,Central,Office Supplies,Art,36.784,2,0.2,3.6784, 0.10 , 33.11 
Home Office,Pennsylvania,East,Technology,Phones,743.988,2,0.4,-123.998, (0.17), 867.99 
Consumer,Illinois,Central,Office Supplies,Binders,11.212,2,0.8,-16.818, (1.50), 28.03 
Consumer,Illinois,Central,Furniture,Furnishings,4.712,2,0.6,-1.8848, (0.40), 6.60 
Consumer,Illinois,Central,Office Supplies,Appliances,180.98,5,0.8,-470.548, (2.60), 651.53 
Consumer,Illinois,Central,Office Supplies,Storage,60.416,2,0.2,6.0416, 0.10 , 54.37 
Consumer,Washington,West,Technology,Copiers,299.99,1,0,89.997, 0.30 , 209.99 
Consumer,Washington,West,Office Supplies,Paper,192.16,4,0,92.2368, 0.48 , 99.92 
Consumer,Washington,West,Technology,Phones,242.624,8,0.2,27.2952, 0.11 , 215.33 
Consumer,Washington,West,Office Supplies,Storage,46.74,3,0,11.685, 0.25 , 35.06 
Consumer,Washington,West,Technology,Accessories,174.95,5,0,12.2465, 0.07 , 162.70 
Consumer,Washington,West,Office Supplies,Binders,100.704,6,0.2,37.764, 0.38 , 62.94 
Home Office,Michigan,Central,Office Supplies,Paper,368.91,9,0,180.7659, 0.49 , 188.14 
Home Office,Michigan,Central,Office Supplies,Binders,8.02,1,0,3.7694, 0.47 , 4.25 
Home Office,Michigan,Central,Office Supplies,Storage,171.04,4,0,44.4704, 0.26 , 126.57 
Home Office,Arkansas,South,Office Supplies,Paper,19.44,3,0,9.3312, 0.48 , 10.11 
Consumer,North Carolina,South,Office Supplies,Binders,13.092,4,0.7,-10.0372, (0.77), 23.13 
Consumer,New York,East,Office Supplies,Appliances,122.94,3,0,30.735, 0.25 , 92.21 
Consumer,New York,East,Office Supplies,Binders,35.448,7,0.2,12.8499, 0.36 , 22.60 
Consumer,Delaware,East,Technology,Phones,19.98,2,0,5.1948, 0.26 , 14.79 
Consumer,Illinois,Central,Furniture,Tables,69.375,1,0.5,-47.175, (0.68), 116.55 
Consumer,Illinois,Central,Office Supplies,Supplies,31.68,4,0.2,2.772, 0.09 , 28.91 
Consumer,Illinois,Central,Technology,Phones,2003.168,4,0.2,250.396, 0.13 ," 1,752.77 "
Consumer,Illinois,Central,Office Supplies,Art,9.344,2,0.2,3.1536, 0.34 , 6.19 
Consumer,New York,East,Furniture,Chairs,2563.056,8,0.1,313.2624, 0.12 ," 2,249.79 "
Corporate,California,West,Furniture,Chairs,387.136,4,0.2,4.8392, 0.01 , 382.30 
Home Office,Ohio,East,Office Supplies,Art,3.424,1,0.2,0.2996, 0.09 , 3.12 
Corporate,New York,East,Office Supplies,Storage,1085.42,7,0,282.2092, 0.26 , 803.21 
Home Office,Ohio,East,Office Supplies,Paper,43.056,9,0.2,15.6078, 0.36 , 27.45 
Home Office,Florida,South,Office Supplies,Binders,3.762,3,0.7,-2.7588, (0.73), 6.52 
Home Office,Florida,South,Office Supplies,Binders,34.86,2,0.7,-26.726, (0.77), 61.59 
Home Office,Florida,South,Office Supplies,Storage,432.456,3,0.2,32.4342, 0.08 , 400.02 
Consumer,Georgia,South,Office Supplies,Storage,675.06,3,0,87.7578, 0.13 , 587.30 
Corporate,North Carolina,South,Office Supplies,Envelopes,65.232,3,0.2,22.0158, 0.34 , 43.22 
Corporate,North Carolina,South,Furniture,Chairs,207,3,0.2,25.875, 0.13 , 181.13 
Home Office,Illinois,Central,Technology,Machines,600.53,2,0.3,137.264, 0.23 , 463.27 
Home Office,Illinois,Central,Office Supplies,Art,59.904,2,0.2,14.2272, 0.24 , 45.68 
Home Office,Illinois,Central,Technology,Accessories,637.44,8,0.2,135.456, 0.21 , 501.98 
Home Office,Illinois,Central,Furniture,Furnishings,51.756,3,0.6,-33.6414, (0.65), 85.40 
Home Office,Florida,South,Office Supplies,Paper,31.104,6,0.2,10.8864, 0.35 , 20.22 
Home Office,Florida,South,Office Supplies,Art,47.96,5,0.2,4.1965, 0.09 , 43.76 
Home Office,Florida,South,Technology,Accessories,158.928,7,0.2,41.7186, 0.26 , 117.21 
Home Office,Florida,South,Office Supplies,Appliances,211.248,6,0.2,15.8436, 0.08 , 195.40 
Home Office,Florida,South,Office Supplies,Supplies,5.552,2,0.2,-1.041, (0.19), 6.59 
Home Office,Florida,South,Office Supplies,Labels,2.952,1,0.2,0.9963, 0.34 , 1.96 
Consumer,Ohio,East,Office Supplies,Binders,10.332,3,0.7,-7.5768, (0.73), 17.91 
Corporate,Washington,West,Office Supplies,Binders,18.368,4,0.2,5.9696, 0.33 , 12.40 
Consumer,New York,East,Technology,Phones,299.9,2,0,74.975, 0.25 , 224.93 
Corporate,Virginia,South,Office Supplies,Envelopes,26.55,9,0,12.744, 0.48 , 13.81 
Corporate,Virginia,South,Technology,Accessories,111.98,2,0,26.8752, 0.24 , 85.10 
Corporate,North Carolina,South,Furniture,Furnishings,4.928,2,0.2,0.7392, 0.15 , 4.19 
Corporate,North Carolina,South,Office Supplies,Labels,11.784,3,0.2,4.2717, 0.36 , 7.51 
Consumer,California,West,Office Supplies,Art,7.98,3,0,2.0748, 0.26 , 5.91 
Consumer,Michigan,Central,Office Supplies,Envelopes,180.96,2,0,81.432, 0.45 , 99.53 
Corporate,California,West,Technology,Accessories,1649.95,5,0,659.98, 0.40 , 989.97 
Corporate,California,West,Furniture,Chairs,362.352,3,0.2,45.294, 0.13 , 317.06 
Home Office,California,West,Technology,Phones,73.584,2,0.2,8.2782, 0.11 , 65.31 
Consumer,California,West,Furniture,Tables,486.368,4,0.2,36.4776, 0.08 , 449.89 
Home Office,Oklahoma,Central,Office Supplies,Paper,32.4,5,0,15.552, 0.48 , 16.85 
Home Office,Oklahoma,Central,Office Supplies,Binders,41.86,7,0,19.2556, 0.46 , 22.60 
Home Office,Oklahoma,Central,Office Supplies,Binders,77.56,2,0,35.6776, 0.46 , 41.88 
Home Office,California,West,Office Supplies,Art,37.17,9,0,11.151, 0.30 , 26.02 
Consumer,Texas,Central,Office Supplies,Storage,137.352,3,0.2,8.5845, 0.06 , 128.77 
Consumer,Texas,Central,Furniture,Tables,376.509,3,0.3,-43.0296, (0.11), 419.54 
Consumer,Georgia,South,Furniture,Furnishings,62.72,4,0,24.4608, 0.39 , 38.26 
Consumer,Georgia,South,Technology,Phones,2939.93,7,0,764.3818, 0.26 ," 2,175.55 "
Home Office,Texas,Central,Furniture,Chairs,512.358,3,0.3,-14.6388, (0.03), 527.00 
Home Office,Texas,Central,Office Supplies,Fasteners,3.488,2,0.2,0.5668, 0.16 , 2.92 
Home Office,Texas,Central,Office Supplies,Art,22.288,7,0.2,3.9004, 0.18 , 18.39 
Home Office,Texas,Central,Office Supplies,Paper,16.032,3,0.2,5.6112, 0.35 , 10.42 
Consumer,North Carolina,South,Office Supplies,Art,1.752,1,0.2,0.1533, 0.09 , 1.60 
Consumer,North Carolina,South,Office Supplies,Art,20.992,8,0.2,2.3616, 0.11 , 18.63 
Consumer,New York,East,Office Supplies,Storage,11.21,1,0,3.363, 0.30 , 7.85 
Consumer,Texas,Central,Office Supplies,Art,45.04,2,0.2,4.504, 0.10 , 40.54 
Consumer,Texas,Central,Office Supplies,Binders,15.624,2,0.8,-24.9984, (1.60), 40.62 
Consumer,New York,East,Office Supplies,Appliances,8.74,2,0,2.2724, 0.26 , 6.47 
Consumer,New York,East,Office Supplies,Paper,44.75,5,0,20.585, 0.46 , 24.17 
Home Office,Florida,South,Office Supplies,Storage,61.68,5,0.2,5.397, 0.09 , 56.28 
Home Office,Florida,South,Technology,Phones,158.376,3,0.2,13.8579, 0.09 , 144.52 
Corporate,Illinois,Central,Office Supplies,Binders,2.864,4,0.8,-4.5824, (1.60), 7.45 
Corporate,Illinois,Central,Office Supplies,Binders,94.192,7,0.8,-164.836, (1.75), 259.03 
Consumer,New Jersey,East,Office Supplies,Paper,143.7,3,0,68.976, 0.48 , 74.72 
Consumer,New Jersey,East,Office Supplies,Paper,6.48,1,0,3.1104, 0.48 , 3.37 
Consumer,New York,East,Technology,Accessories,7.88,4,0,2.5216, 0.32 , 5.36 
Consumer,Massachusetts,East,Office Supplies,Storage,11.21,1,0,3.363, 0.30 , 7.85 
Consumer,Massachusetts,East,Furniture,Chairs,354.9,5,0,88.725, 0.25 , 266.18 
Consumer,Massachusetts,East,Office Supplies,Paper,17.94,3,0,8.7906, 0.49 , 9.15 
Consumer,Massachusetts,East,Office Supplies,Binders,51.8,4,0,23.31, 0.45 , 28.49 
Home Office,Delaware,East,Office Supplies,Binders,299.52,9,0,149.76, 0.50 , 149.76 
Consumer,Virginia,South,Office Supplies,Art,7.7,2,0,3.157, 0.41 , 4.54 
Corporate,Alabama,South,Office Supplies,Paper,23.92,4,0,11.7208, 0.49 , 12.20 
Corporate,Alabama,South,Technology,Accessories,498,5,0,184.26, 0.37 , 313.74 
Corporate,California,West,Furniture,Chairs,436.704,6,0.2,-38.2116, (0.09), 474.92 
Consumer,Virginia,South,Office Supplies,Paper,32.4,5,0,15.552, 0.48 , 16.85 
Consumer,California,West,Office Supplies,Appliances,61.44,3,0,16.5888, 0.27 , 44.85 
Consumer,Alabama,South,Office Supplies,Storage,73.36,7,0,19.8072, 0.27 , 53.55 
Consumer,Tennessee,South,Office Supplies,Labels,59.2,5,0.2,22.2, 0.38 , 37.00 
Consumer,Tennessee,South,Furniture,Furnishings,32.952,3,0.2,6.5904, 0.20 , 26.36 
Consumer,Tennessee,South,Furniture,Chairs,218.376,3,0.2,-10.9188, (0.05), 229.29 
Corporate,Massachusetts,East,Furniture,Furnishings,31.4,5,0,13.188, 0.42 , 18.21 
Corporate,Massachusetts,East,Furniture,Furnishings,9.48,1,0,3.792, 0.40 , 5.69 
Corporate,Massachusetts,East,Technology,Phones,209.5,10,0,58.66, 0.28 , 150.84 
Corporate,Massachusetts,East,Furniture,Furnishings,24.3,5,0,10.449, 0.43 , 13.85 
Corporate,Massachusetts,East,Office Supplies,Paper,6.48,1,0,3.1104, 0.48 , 3.37 
Corporate,Pennsylvania,East,Furniture,Furnishings,32.448,2,0.2,7.3008, 0.23 , 25.15 
Corporate,Pennsylvania,East,Office Supplies,Binders,26.388,4,0.7,-17.592, (0.67), 43.98 
Corporate,Pennsylvania,East,Furniture,Tables,373.47,5,0.4,-112.041, (0.30), 485.51 
Corporate,Pennsylvania,East,Office Supplies,Binders,64.2,5,0.7,-44.94, (0.70), 109.14 
Corporate,Pennsylvania,East,Office Supplies,Fasteners,8,2,0.2,2.8, 0.35 , 5.20 
Consumer,Georgia,South,Furniture,Furnishings,186.54,3,0,41.0388, 0.22 , 145.50 
Consumer,Montana,West,Office Supplies,Storage,87.08,7,0,24.3824, 0.28 , 62.70 
Consumer,Montana,West,Technology,Phones,105.584,2,0.2,9.2386, 0.09 , 96.35 
Consumer,Montana,West,Technology,Accessories,217.44,6,0,91.3248, 0.42 , 126.12 
Consumer,Texas,Central,Office Supplies,Art,31.744,2,0.2,3.968, 0.13 , 27.78 
Consumer,Texas,Central,Office Supplies,Appliances,5.432,2,0.8,-13.58, (2.50), 19.01 
Consumer,Texas,Central,Furniture,Tables,913.43,5,0.3,-169.637, (0.19)," 1,083.07 "
Consumer,Texas,Central,Office Supplies,Storage,372.144,3,0.2,27.9108, 0.08 , 344.23 
Consumer,Florida,South,Technology,Phones,751.984,2,0.2,84.5982, 0.11 , 667.39 
Home Office,Washington,West,Technology,Phones,604.768,4,0.2,60.4768, 0.10 , 544.29 
Corporate,California,West,Office Supplies,Supplies,27.36,4,0,7.3872, 0.27 , 19.97 
Corporate,California,West,Office Supplies,Paper,20.56,2,0,9.6632, 0.47 , 10.90 
Corporate,California,West,Office Supplies,Binders,83.92,5,0.2,31.47, 0.38 , 52.45 
Consumer,California,West,Furniture,Tables,902.712,3,0.2,33.8517, 0.04 , 868.86 
Home Office,California,West,Furniture,Bookcases,120.666,2,0.15,21.294, 0.18 , 99.37 
Consumer,Texas,Central,Office Supplies,Binders,4.984,1,0.8,-8.4728, (1.70), 13.46 
Home Office,Washington,West,Furniture,Furnishings,82.26,3,0,33.7266, 0.41 , 48.53 
Consumer,California,West,Office Supplies,Storage,29.74,1,0,4.461, 0.15 , 25.28 
Home Office,California,West,Office Supplies,Appliances,87.36,6,0,23.5872, 0.27 , 63.77 
Home Office,California,West,Office Supplies,Binders,56.16,6,0.2,17.55, 0.31 , 38.61 
Corporate,Florida,South,Office Supplies,Appliances,64.384,1,0.2,8.048, 0.13 , 56.34 
Corporate,Texas,Central,Office Supplies,Storage,64.784,1,0.2,-14.5764, (0.23), 79.36 
Corporate,Texas,Central,Office Supplies,Paper,15.552,3,0.2,5.6376, 0.36 , 9.91 
Corporate,Texas,Central,Office Supplies,Envelopes,223.888,7,0.2,69.965, 0.31 , 153.92 
Consumer,Illinois,Central,Office Supplies,Paper,10.896,3,0.2,3.405, 0.31 , 7.49 
Consumer,California,West,Technology,Phones,84.784,2,0.2,-20.1362, (0.24), 104.92 
Corporate,Texas,Central,Furniture,Chairs,241.5,4,0.3,0, -   , 241.50 
Home Office,Connecticut,East,Technology,Accessories,59.97,3,0,14.9925, 0.25 , 44.98 
Home Office,Connecticut,East,Office Supplies,Paper,13.36,2,0,6.4128, 0.48 , 6.95 
Corporate,California,West,Office Supplies,Binders,11.808,3,0.2,4.1328, 0.35 , 7.68 
Consumer,Connecticut,East,Office Supplies,Storage,16.24,1,0,2.436, 0.15 , 13.80 
Consumer,Connecticut,East,Office Supplies,Storage,77.55,5,0,21.714, 0.28 , 55.84 
Corporate,New Jersey,East,Office Supplies,Appliances,76.12,2,0,22.0748, 0.29 , 54.05 
Home Office,Ohio,East,Office Supplies,Fasteners,17.184,6,0.2,6.2292, 0.36 , 10.95 
Corporate,California,West,Office Supplies,Paper,11.76,2,0,5.7624, 0.49 , 6.00 
Home Office,Connecticut,East,Furniture,Furnishings,27.46,2,0,9.8856, 0.36 , 17.57 
Consumer,Massachusetts,East,Technology,Phones,137.94,3,0,35.8644, 0.26 , 102.08 
Consumer,Massachusetts,East,Furniture,Furnishings,111.15,5,0,48.906, 0.44 , 62.24 
Consumer,Massachusetts,East,Office Supplies,Appliances,901.95,3,0,297.6435, 0.33 , 604.31 
Consumer,Massachusetts,East,Furniture,Tables,366.009,3,0.3,-47.0583, (0.13), 413.07 
Consumer,North Carolina,South,Office Supplies,Paper,310.688,7,0.2,108.7408, 0.35 , 201.95 
Home Office,Texas,Central,Office Supplies,Binders,7.68,5,0.8,-11.52, (1.50), 19.20 
Home Office,Ohio,East,Furniture,Chairs,155.372,2,0.3,-35.5136, (0.23), 190.89 
Consumer,Arizona,West,Office Supplies,Storage,10.744,1,0.2,0.8058, 0.08 , 9.94 
Consumer,New York,East,Office Supplies,Binders,232.4,5,0.2,78.435, 0.34 , 153.97 
Consumer,New York,East,Furniture,Chairs,164.646,3,0.1,12.8058, 0.08 , 151.84 
Consumer,New York,East,Office Supplies,Paper,22.68,2,0,11.1132, 0.49 , 11.57 
Corporate,California,West,Office Supplies,Paper,105.52,4,0,48.5392, 0.46 , 56.98 
Corporate,Delaware,East,Furniture,Furnishings,83.92,4,0,5.8744, 0.07 , 78.05 
Corporate,Delaware,East,Technology,Accessories,141.9,5,0,58.179, 0.41 , 83.72 
Corporate,Delaware,East,Furniture,Furnishings,39.98,2,0,9.1954, 0.23 , 30.78 
Corporate,Delaware,East,Office Supplies,Art,28.91,7,0,8.673, 0.30 , 20.24 
Corporate,Delaware,East,Office Supplies,Art,174.95,5,0,45.487, 0.26 , 129.46 
Home Office,California,West,Office Supplies,Binders,110.528,4,0.2,38.6848, 0.35 , 71.84 
Corporate,North Carolina,South,Furniture,Tables,630.024,4,0.4,-199.5076, (0.32), 829.53 
Consumer,Virginia,South,Office Supplies,Art,27.86,7,0,9.1938, 0.33 , 18.67 
Consumer,Texas,Central,Furniture,Tables,933.408,4,0.3,-173.3472, (0.19)," 1,106.76 "
Corporate,Texas,Central,Office Supplies,Paper,51.84,10,0.2,18.144, 0.35 , 33.70 
Corporate,Texas,Central,Technology,Accessories,165.6,3,0.2,-6.21, (0.04), 171.81 
Home Office,Iowa,Central,Office Supplies,Paper,106.32,3,0,49.9704, 0.47 , 56.35 
Home Office,Washington,West,Office Supplies,Binders,147.92,5,0.2,46.225, 0.31 , 101.70 
Home Office,Washington,West,Office Supplies,Storage,104.28,3,0,26.07, 0.25 , 78.21 
Home Office,Washington,West,Furniture,Tables,286.85,1,0,63.107, 0.22 , 223.74 
Home Office,Washington,West,Office Supplies,Storage,66.96,4,0,2.6784, 0.04 , 64.28 
Home Office,Washington,West,Technology,Accessories,199.98,2,0,87.9912, 0.44 , 111.99 
Consumer,New Jersey,East,Technology,Accessories,45,3,0,4.95, 0.11 , 40.05 
Consumer,New Jersey,East,Office Supplies,Fasteners,17.9,5,0,8.771, 0.49 , 9.13 
Consumer,New Jersey,East,Furniture,Furnishings,40.48,2,0,17.4064, 0.43 , 23.07 
Consumer,New Jersey,East,Furniture,Bookcases,2154.9,5,0,129.294, 0.06 ," 2,025.61 "
Corporate,Ohio,East,Office Supplies,Binders,18.432,8,0.7,-12.288, (0.67), 30.72 
Consumer,Colorado,West,Office Supplies,Supplies,10.944,2,0.2,0.9576, 0.09 , 9.99 
Consumer,Michigan,Central,Office Supplies,Supplies,4.36,2,0,0.1744, 0.04 , 4.19 
Corporate,Arizona,West,Technology,Accessories,62.352,6,0.2,-10.9116, (0.18), 73.26 
Consumer,Pennsylvania,East,Furniture,Furnishings,303.92,5,0.2,-30.392, (0.10), 334.31 
Consumer,Minnesota,Central,Office Supplies,Storage,129.3,2,0,6.465, 0.05 , 122.84 
Corporate,Maryland,East,Furniture,Furnishings,274.2,10,0,112.422, 0.41 , 161.78 
Corporate,Texas,Central,Office Supplies,Fasteners,6.048,4,0.2,-1.3608, (0.23), 7.41 
Corporate,Texas,Central,Office Supplies,Paper,6.848,2,0.2,2.14, 0.31 , 4.71 
Corporate,Texas,Central,Furniture,Furnishings,9.96,5,0.6,-6.723, (0.68), 16.68 
Corporate,Texas,Central,Office Supplies,Binders,8.552,2,0.8,-13.6832, (1.60), 22.24 
Consumer,Nevada,West,Office Supplies,Binders,45.584,11,0.2,16.5242, 0.36 , 29.06 
Consumer,Ohio,East,Technology,Accessories,25.488,2,0.2,4.4604, 0.18 , 21.03 
Consumer,Washington,West,Office Supplies,Binders,136.96,4,0.2,51.36, 0.38 , 85.60 
Corporate,Illinois,Central,Technology,Phones,49.616,2,0.2,4.9616, 0.10 , 44.65 
Home Office,Ohio,East,Office Supplies,Paper,10.584,3,0.2,3.4398, 0.33 , 7.14 
Consumer,Arizona,West,Office Supplies,Paper,84.416,4,0.2,27.4352, 0.33 , 56.98 
Home Office,Pennsylvania,East,Technology,Phones,431.94,2,0.4,-71.99, (0.17), 503.93 
Home Office,Pennsylvania,East,Office Supplies,Binders,2.043,1,0.7,-1.4982, (0.73), 3.54 
Home Office,Pennsylvania,East,Technology,Phones,68.238,3,0.4,-12.5103, (0.18), 80.75 
Corporate,Rhode Island,East,Furniture,Tables,240.744,4,0.3,-13.7568, (0.06), 254.50 
Corporate,Rhode Island,East,Furniture,Furnishings,35,4,0,14.7, 0.42 , 20.30 
Corporate,Rhode Island,East,Furniture,Furnishings,210.68,2,0,50.5632, 0.24 , 160.12 
Corporate,Rhode Island,East,Furniture,Tables,637.896,3,0.3,-127.5792, (0.20), 765.48 
Corporate,Rhode Island,East,Office Supplies,Paper,43.44,8,0,21.2856, 0.49 , 22.15 
Corporate,Rhode Island,East,Office Supplies,Appliances,2.22,1,0,0.666, 0.30 , 1.55 
Consumer,California,West,Technology,Phones,1679.96,5,0.2,125.997, 0.08 ," 1,553.96 "
Corporate,Texas,Central,Furniture,Chairs,344.372,4,0.3,-93.4724, (0.27), 437.84 
Corporate,Texas,Central,Office Supplies,Storage,1554.936,3,0.2,77.7468, 0.05 ," 1,477.19 "
Corporate,Texas,Central,Furniture,Furnishings,127.88,5,0.6,-67.137, (0.53), 195.02 
Corporate,California,West,Technology,Phones,222.384,2,0.2,22.2384, 0.10 , 200.15 
Corporate,Illinois,Central,Furniture,Chairs,106.869,3,0.3,-29.0073, (0.27), 135.88 
Corporate,Illinois,Central,Office Supplies,Binders,3.564,3,0.8,-6.237, (1.75), 9.80 
Consumer,Texas,Central,Office Supplies,Binders,25.68,3,0.8,-39.804, (1.55), 65.48 
Consumer,Texas,Central,Office Supplies,Binders,12.384,3,0.8,-19.8144, (1.60), 32.20 
Consumer,Connecticut,East,Office Supplies,Binders,25.3,5,0,11.891, 0.47 , 13.41 
Consumer,Connecticut,East,Office Supplies,Storage,95.94,3,0,9.594, 0.10 , 86.35 
Consumer,Michigan,Central,Office Supplies,Labels,7.5,2,0,3.6, 0.48 , 3.90 
Home Office,New Mexico,West,Technology,Phones,302.376,3,0.2,22.6782, 0.08 , 279.70 
Consumer,Colorado,West,Technology,Accessories,46.688,4,0.2,-2.918, (0.06), 49.61 
Consumer,New York,East,Office Supplies,Storage,17.94,3,0,3.0498, 0.17 , 14.89 
Consumer,Connecticut,East,Office Supplies,Appliances,370.14,3,0,144.3546, 0.39 , 225.79 
Corporate,California,West,Office Supplies,Binders,8.928,2,0.2,3.1248, 0.35 , 5.80 
Corporate,Indiana,Central,Furniture,Tables,2678.94,6,0,241.1046, 0.09 ," 2,437.84 "
Home Office,Tennessee,South,Furniture,Bookcases,387.136,4,0.2,-14.5176, (0.04), 401.65 
Home Office,Tennessee,South,Technology,Accessories,45.408,2,0.2,11.9196, 0.26 , 33.49 
Home Office,Tennessee,South,Furniture,Furnishings,77.952,3,0.2,-11.6928, (0.15), 89.64 
Home Office,Tennessee,South,Office Supplies,Labels,3,1,0.2,1.05, 0.35 , 1.95 
Consumer,Florida,South,Office Supplies,Storage,9.952,1,0.2,0.9952, 0.10 , 8.96 
Corporate,Pennsylvania,East,Office Supplies,Binders,37.896,4,0.7,-29.0536, (0.77), 66.95 
Corporate,Pennsylvania,East,Office Supplies,Paper,65.584,2,0.2,23.7742, 0.36 , 41.81 
Home Office,Arizona,West,Office Supplies,Paper,44.784,1,0.2,16.2342, 0.36 , 28.55 
Corporate,New York,East,Technology,Machines,1035.8,4,0,269.308, 0.26 , 766.49 
Home Office,California,West,Office Supplies,Art,5.76,2,0,1.6704, 0.29 , 4.09 
Consumer,California,West,Office Supplies,Paper,19.98,2,0,8.991, 0.45 , 10.99 
Consumer,Nebraska,Central,Technology,Phones,35.98,2,0,10.0744, 0.28 , 25.91 
Home Office,Pennsylvania,East,Office Supplies,Art,16.656,3,0.2,3.3312, 0.20 , 13.32 
Corporate,New York,East,Office Supplies,Labels,20.7,2,0,9.936, 0.48 , 10.76 
Consumer,Michigan,Central,Office Supplies,Binders,83.7,5,0,41.013, 0.49 , 42.69 
Consumer,Washington,West,Furniture,Furnishings,199.8,10,0,71.928, 0.36 , 127.87 
Home Office,California,West,Office Supplies,Paper,45.68,2,0,21.0128, 0.46 , 24.67 
Home Office,California,West,Office Supplies,Paper,110.96,2,0,53.2608, 0.48 , 57.70 
Home Office,California,West,Office Supplies,Paper,11.94,3,0,5.97, 0.50 , 5.97 
Consumer,Virginia,South,Technology,Machines,8749.95,5,0,2799.984, 0.32 ," 5,949.97 "
Consumer,Virginia,South,Office Supplies,Binders,36.4,8,0,18.2, 0.50 , 18.20 
Consumer,Virginia,South,Furniture,Furnishings,18.69,7,0,7.1022, 0.38 , 11.59 
Consumer,California,West,Office Supplies,Fasteners,5.94,3,0,0.1188, 0.02 , 5.82 
Consumer,Texas,Central,Office Supplies,Paper,60.736,8,0.2,20.4984, 0.34 , 40.24 
Consumer,Texas,Central,Technology,Copiers,479.976,3,0.2,161.9919, 0.34 , 317.98 
Consumer,Texas,Central,Office Supplies,Binders,6.08,1,0.8,-10.336, (1.70), 16.42 
Corporate,Colorado,West,Technology,Accessories,165.6,3,0.2,-6.21, (0.04), 171.81 
Consumer,New York,East,Office Supplies,Art,59.52,3,0,15.4752, 0.26 , 44.04 
Consumer,New York,East,Technology,Accessories,479.97,3,0,177.5889, 0.37 , 302.38 
Consumer,New York,East,Office Supplies,Supplies,18.62,2,0,5.3998, 0.29 , 13.22 
Consumer,New York,East,Office Supplies,Binders,49.632,6,0.2,16.7508, 0.34 , 32.88 
Consumer,New York,East,Office Supplies,Paper,97.82,2,0,45.9754, 0.47 , 51.84 
Corporate,California,West,Technology,Phones,15.984,2,0.2,1.1988, 0.08 , 14.79 
Corporate,California,West,Furniture,Chairs,184.752,3,0.2,-20.7846, (0.11), 205.54 
Home Office,California,West,Office Supplies,Paper,12.96,2,0,6.2208, 0.48 , 6.74 
